ID,Segment,Segment_Name,Total_Spending,Estimated_CLV,Response_Probability,Churn_Risk,RFM_Score,Income,Age
146,4,Affluent Singles,1323,252.0,0.15959668428642337,High Risk,13,76045.0,61
6271,0,High-Value Champions,63,10.5,0.09330063035871905,Low Risk,4,50870.0,69
10065,2,Mature Loyalists,64,10.971428571428572,0.04938152370481066,Low Risk,6,15315.0,51
4741,4,Affluent Singles,562,106.15555555555557,0.3049453230703864,Low Risk,8,65463.0,47
246,0,High-Value Champions,312,57.6,0.12135123103603399,Medium Risk,10,66480.0,56
375,4,Affluent Singles,1156,216.75,0.23284620733762723,High Risk,11,76773.0,67
1524,1,Budget-Conscious Families,1104,207.0,0.8477782168186423,Low Risk,8,81698.0,38
10022,0,High-Value Champions,16,2.4000000000000004,0.006572753997313278,High Risk,6,54466.0,48
7451,1,Budget-Conscious Families,2008,381.52000000000004,0.9975,Low Risk,11,98777.0,61
11010,2,Mature Loyalists,44,7.542857142857144,0.018878240478804684,Medium Risk,7,16269.0,37
4356,1,Budget-Conscious Families,1574,288.56666666666666,0.8482524089014762,Medium Risk,12,71819.0,50
3885,2,Mature Loyalists,63,10.08,0.8822597344112463,Low Risk,4,33569.0,38
1175,2,Mature Loyalists,426,78.10000000000001,0.6991542615468748,Low Risk,8,36262.0,38
880,2,Mature Loyalists,96,16.0,0.15555686399169913,Low Risk,6,22634.0,55
2320,2,Mature Loyalists,635,120.31578947368422,0.11206862718957503,High Risk,12,47025.0,43
850,4,Affluent Singles,757,144.19047619047623,0.11407588607531614,Low Risk,9,70566.0,53
4713,2,Mature Loyalists,125,21.875000000000004,0.21376770369379844,Low Risk,5,31605.0,42
675,0,High-Value Champions,332,60.866666666666674,0.18751527884772723,Medium Risk,10,52034.0,48
5025,2,Mature Loyalists,135,23.625,0.05367254603060024,Low Risk,6,48526.0,42
2308,0,High-Value Champions,330,60.92307692307692,0.1407617380082813,Low Risk,9,46734.0,67
5995,0,High-Value Champions,384,71.31428571428572,0.22205410253971866,Medium Risk,9,39552.0,59
6749,4,Affluent Singles,1722,321.44000000000005,0.20368423590479354,High Risk,12,86358.0,55
1010,0,High-Value Champions,78,13.0,0.03454632309437882,High Risk,8,46931.0,44
8977,2,Mature Loyalists,24,3.6,0.08654052755122947,Medium Risk,5,16581.0,36
4756,4,Affluent Singles,1168,224.256,0.7283037758756812,Low Risk,12,63998.0,69
3412,4,Affluent Singles,957,177.72857142857143,0.6304067969924748,Medium Risk,11,67381.0,70
606,0,High-Value Champions,15,2.25,0.006803778555044682,High Risk,7,25930.0,54
5961,2,Mature Loyalists,57,9.120000000000001,0.07057297273566449,Low Risk,5,42693.0,43
2975,1,Budget-Conscious Families,1956,374.19130434782613,0.9191190476190476,High Risk,15,85606.0,45
2894,1,Budget-Conscious Families,2013,383.4285714285715,0.9327115962115963,Medium Risk,13,72903.0,36
7613,0,High-Value Champions,326,60.184615384615384,0.25161330709174323,High Risk,11,49669.0,47
10542,0,High-Value Champions,77,13.200000000000001,0.32841399321594933,Medium Risk,8,36778.0,53
8015,1,Budget-Conscious Families,1313,249.47000000000003,0.959606008368954,High Risk,14,85696.0,59
10617,2,Mature Loyalists,30,5.142857142857142,0.059067411018016776,Low Risk,5,10979.0,32
11166,0,High-Value Champions,315,58.15384615384616,0.31188768150087864,High Risk,11,49678.0,60
849,4,Affluent Singles,660,125.05263157894736,0.05938506970331568,Medium Risk,12,56129.0,68
523,2,Mature Loyalists,74,12.685714285714285,0.10658073541046299,Medium Risk,7,37155.0,32
4066,2,Mature Loyalists,46,7.666666666666666,0.13526672365850678,High Risk,6,21282.0,43
8414,0,High-Value Champions,86,14.742857142857146,0.06346825754279001,High Risk,8,33419.0,59
819,4,Affluent Singles,1103,211.77599999999998,0.1518333647972524,High Risk,14,63285.0,76
4961,2,Mature Loyalists,61,10.674999999999999,0.021035531464047644,Medium Risk,7,21255.0,47
749,2,Mature Loyalists,145,25.375,0.384692380399246,Low Risk,6,42162.0,40
5430,0,High-Value Champions,684,129.96,0.4448719757370602,Low Risk,9,54450.0,65
7755,0,High-Value Champions,411,76.72,0.24905101415404368,High Risk,11,57744.0,67
10525,2,Mature Loyalists,27,4.05,0.7071281827757798,Low Risk,5,26576.0,35
1453,4,Affluent Singles,1060,203.84615384615384,0.1402277298829801,Medium Risk,13,57513.0,78
8310,4,Affluent Singles,1459,278.53636363636366,0.1327217630211182,High Risk,15,68142.0,57
10710,2,Mature Loyalists,18,2.7,0.040464150106807206,Medium Risk,6,7500.0,42
5031,1,Budget-Conscious Families,1833,352.5,0.9481300607287448,Low Risk,11,83145.0,47
2613,0,High-Value Champions,237,43.0909090909091,0.044139192499978976,Low Risk,7,54197.0,61
213,0,High-Value Champions,48,8.228571428571428,0.1149159282401804,High Risk,8,23091.0,58
967,0,High-Value Champions,515,96.94117647058823,0.5033530996007274,Low Risk,8,46049.0,45
1077,4,Affluent Singles,1020,190.39999999999998,0.18282957861430307,Medium Risk,10,56715.0,47
7959,1,Budget-Conscious Families,1370,249.09090909090907,0.31578756067780456,Low Risk,9,79410.0,60
640,4,Affluent Singles,1026,196.65,0.14285704665101603,Medium Risk,13,57304.0,70
4252,0,High-Value Champions,301,55.18333333333334,0.11958233533714209,Medium Risk,10,44375.0,56
8432,0,High-Value Champions,684,129.96,0.4448719757370602,Low Risk,9,54450.0,65
6218,4,Affluent Singles,499,93.92941176470588,0.6367845274448019,Medium Risk,11,59594.0,56
6905,4,Affluent Singles,1004,191.23809523809527,0.16615405698279037,Medium Risk,11,80685.0,27
5922,2,Mature Loyalists,218,39.63636363636363,0.06732246655294767,Low Risk,9,40344.0,47
3598,4,Affluent Singles,606,114.82105263157894,0.05781158631492315,Medium Risk,10,62710.0,49
6116,0,High-Value Champions,75,12.5,0.039240911756183515,Low Risk,4,48985.0,53
6263,0,High-Value Champions,106,18.17142857142857,0.19764825645338316,Low Risk,6,35322.0,53
10486,4,Affluent Singles,990,186.3529411764706,0.10089841426130748,Medium Risk,11,77142.0,73
2410,4,Affluent Singles,1097,205.68749999999997,0.06788226896029466,Medium Risk,11,81657.0,52
193,2,Mature Loyalists,16,2.4000000000000004,0.6103732607380521,High Risk,7,14421.0,25
3363,2,Mature Loyalists,34,5.44,0.008192579135795783,High Risk,7,20130.0,47
8278,1,Budget-Conscious Families,1711,320.8125,0.8293506493506493,Low Risk,9,74214.0,31
10660,0,High-Value Champions,438,81.75999999999999,0.6317329767488937,Medium Risk,10,66726.0,64
8686,2,Mature Loyalists,75,12.5,0.06027041081755579,Medium Risk,7,23724.0,42
1604,0,High-Value Champions,225,40.90909090909091,0.030121541072660928,High Risk,11,47353.0,61
5907,0,High-Value Champions,18,2.7,0.07784369192356659,Low Risk,4,33444.0,69
10669,4,Affluent Singles,470,88.12500000000001,0.06432055606195425,Low Risk,7,54386.0,40
2918,2,Mature Loyalists,91,15.600000000000001,0.052734153871164945,Medium Risk,8,28510.0,40
5735,1,Budget-Conscious Families,2525,476.94444444444446,0.9270613275613276,Low Risk,11,90638.0,30
359,0,High-Value Champions,504,94.87058823529412,0.24687300247330435,Low Risk,9,48070.0,71
8387,0,High-Value Champions,235,42.727272727272734,0.09837291335375156,Medium Risk,10,43140.0,64
1829,4,Affluent Singles,1232,233.43157894736842,0.7986908427670741,Medium Risk,12,54959.0,60
3839,0,High-Value Champions,88,15.4,0.24172767813839596,High Risk,8,15056.0,63
9392,2,Mature Loyalists,17,2.5500000000000003,0.030683860889491887,Low Risk,3,26954.0,50
2292,2,Mature Loyalists,24,3.8400000000000007,0.015101094638059231,High Risk,7,22327.0,36
10466,0,High-Value Champions,60,10.0,0.08240594136354908,High Risk,8,44393.0,56
9855,4,Affluent Singles,1020,196.1538461538462,0.5388569118933912,Low Risk,11,62000.0,69
4088,2,Mature Loyalists,155,27.555555555555557,0.10562556790182284,Low Risk,6,31497.0,59
5231,0,High-Value Champions,51,8.16,0.11018820428166264,Low Risk,3,45894.0,47
590,1,Budget-Conscious Families,1812,339.75,0.8323448773448774,Low Risk,10,78579.0,51
8732,1,Budget-Conscious Families,1461,278.91818181818184,0.8639423787743271,High Risk,15,67369.0,52
2315,0,High-Value Champions,96,16.0,0.09978651734512202,Medium Risk,6,58401.0,61
3515,0,High-Value Champions,160,28.444444444444443,0.07453381317986472,High Risk,9,62307.0,69
2245,0,High-Value Champions,139,24.325000000000003,0.06859127261770061,Low Risk,7,43641.0,52
6283,4,Affluent Singles,908,173.34545454545457,0.1618732751686775,Medium Risk,13,63841.0,53
2246,0,High-Value Champions,183,32.025,0.04334977571241299,High Risk,9,46891.0,56
6606,4,Affluent Singles,1161,219.3,0.22415292495470301,Low Risk,9,70091.0,52
5545,4,Affluent Singles,988,183.4857142857143,0.1320487555242287,Medium Risk,11,78075.0,49
7342,4,Affluent Singles,1072,205.82399999999998,0.2877726069209662,Low Risk,10,59184.0,60
837,0,High-Value Champions,174,30.933333333333334,0.3264671130044704,Low Risk,5,54809.0,44
9500,4,Affluent Singles,758,144.01999999999998,0.14206797614540959,Medium Risk,12,58113.0,62
3602,0,High-Value Champions,195,35.1,0.12111722712633137,Low Risk,7,51412.0,63
234,2,Mature Loyalists,31,4.96,0.7912656570378043,Medium Risk,6,15287.0,42
2995,4,Affluent Singles,1084,204.04705882352945,0.04438587842936578,Medium Risk,12,66636.0,64
1118,4,Affluent Singles,685,130.15,0.506671254749759,High Risk,13,50965.0,65
7789,1,Budget-Conscious Families,1672,321.53846153846155,0.9158385803385803,High Risk,15,84618.0,56
3068,2,Mature Loyalists,43,7.166666666666668,0.06406268046186862,Low Risk,3,18351.0,31
8955,0,High-Value Champions,49,7.840000000000001,0.6584071304835645,Medium Risk,5,40451.0,64
945,2,Mature Loyalists,133,23.275,0.06778253602921974,Medium Risk,7,36317.0,56
5644,0,High-Value Champions,363,67.4142857142857,0.4286417902552971,High Risk,11,42213.0,64
7192,4,Affluent Singles,545,102.58823529411767,0.03638402730416482,Medium Risk,10,65748.0,66
2324,4,Affluent Singles,1065,205.9,0.3536512211241494,Low Risk,10,77044.0,49
697,1,Budget-Conscious Families,2047,389.9047619047619,0.675556947497737,High Risk,13,74918.0,52
3439,0,High-Value Champions,296,53.81818181818183,0.07239559206645242,Medium Risk,10,56721.0,49
1506,0,High-Value Champions,140,24.500000000000004,0.3456415488777689,Low Risk,6,42160.0,46
232,4,Affluent Singles,530,99.76470588235296,0.050155005536774544,Low Risk,8,61559.0,56
8876,0,High-Value Champions,152,27.022222222222226,0.2586406586462819,Low Risk,7,33629.0,58
4500,4,Affluent Singles,1598,306.2833333333333,0.055433759246201836,Medium Risk,13,68682.0,30
9739,2,Mature Loyalists,114,19.542857142857144,0.27065869644304524,Medium Risk,7,34377.0,58
10395,2,Mature Loyalists,101,17.675,0.2500621199158348,Low Risk,6,8940.0,35
1176,2,Mature Loyalists,25,3.75,0.04468387114174705,Low Risk,5,26228.0,48
1627,4,Affluent Singles,789,150.62727272727275,0.6253715157317902,High Risk,14,77297.0,64
938,2,Mature Loyalists,87,14.5,0.697568575739449,Low Risk,5,40211.0,40
2740,0,High-Value Champions,90,15.75,0.06216781291516853,High Risk,9,33438.0,63
257,4,Affluent Singles,1215,230.21052631578948,0.23527068914907812,Medium Risk,13,75032.0,62
4058,4,Affluent Singles,811,154.82727272727277,0.25889246481406586,High Risk,13,61284.0,66
7736,2,Mature Loyalists,61,10.166666666666668,0.7113372859344435,Low Risk,5,22518.0,35
8210,4,Affluent Singles,405,75.21428571428571,0.09874040286797978,Medium Risk,10,54730.0,46
833,0,High-Value Champions,72,12.342857142857145,0.0412516670103638,Medium Risk,8,38452.0,66
6230,0,High-Value Champions,189,34.02,0.08768492374709448,Medium Risk,7,44421.0,50
7325,2,Mature Loyalists,40,6.3999999999999995,0.018628976706540755,High Risk,7,38197.0,35
1307,2,Mature Loyalists,63,11.025000000000002,0.06250234875652688,Low Risk,5,41986.0,43
1502,2,Mature Loyalists,52,8.666666666666668,0.027202050108491135,Medium Risk,6,28427.0,38
6211,2,Mature Loyalists,39,6.24,0.007747078502974216,Low Risk,5,37395.0,45
843,4,Affluent Singles,805,153.6818181818182,0.09404069881794035,Low Risk,12,64722.0,50
4174,0,High-Value Champions,130,22.75,0.015478234706743355,High Risk,9,55249.0,65
9757,1,Budget-Conscious Families,1631,312.60833333333335,0.9588132043987307,High Risk,15,84906.0,49
6918,2,Mature Loyalists,34,5.440000000000001,0.014133294044528708,Medium Risk,5,28691.0,32
286,0,High-Value Champions,152,27.022222222222226,0.07106389969225577,Low Risk,7,44213.0,69
11086,2,Mature Loyalists,21,3.3600000000000003,0.036023506914274715,Low Risk,3,25707.0,37
1921,0,High-Value Champions,71,11.833333333333336,0.03281046572279229,Medium Risk,7,59062.0,54
4138,4,Affluent Singles,899,171.98260869565217,0.3356408215986219,Medium Risk,13,76624.0,59
7718,4,Affluent Singles,711,127.97999999999998,0.0641436253044888,Low Risk,8,66000.0,74
1291,2,Mature Loyalists,351,64.8,0.47106904798406957,High Risk,11,27683.0,43
6862,3,Price-Sensitive Shoppers,8,0.0,0.07922793479861873,Medium Risk,6,1730.0,50
4136,2,Mature Loyalists,119,20.825000000000003,0.4577882804210008,Medium Risk,8,7500.0,29
803,0,High-Value Champions,21,3.1500000000000004,0.06668764209754363,High Risk,7,40521.0,53
4298,2,Mature Loyalists,10,1.5000000000000002,0.02146989559688276,Medium Risk,6,20427.0,48
10833,4,Affluent Singles,973,186.81600000000003,0.08246143430231614,Medium Risk,12,65106.0,46
9606,1,Budget-Conscious Families,1536,283.56923076923084,0.7937340518488897,Medium Risk,12,69969.0,56
8534,4,Affluent Singles,992,190.46400000000003,0.08956903639455521,Medium Risk,12,67433.0,69
5153,1,Budget-Conscious Families,1529,296.53333333333336,0.9589773166023166,High Risk,15,77766.0,54
961,4,Affluent Singles,860,161.25,0.11601924928163745,High Risk,12,74716.0,49
5011,4,Affluent Singles,928,177.16363636363636,0.1499004708320692,Medium Risk,12,68118.0,58
6653,0,High-Value Champions,418,78.02666666666667,0.6867590666002118,Medium Risk,10,55158.0,51
9094,4,Affluent Singles,587,109.57333333333334,0.48821652210316707,Low Risk,8,62972.0,66
810,4,Affluent Singles,641,121.07777777777778,0.05475053310215401,Low Risk,11,74190.0,46
5493,0,High-Value Champions,23,3.45,0.02286217700022705,Low Risk,4,39356.0,45
2147,1,Budget-Conscious Families,2279,435.98260869565223,0.9329551442709338,High Risk,15,76653.0,52
5107,0,High-Value Champions,49,7.840000000000001,0.8635338364539029,Low Risk,4,35860.0,48
3979,1,Budget-Conscious Families,1779,334.8705882352941,0.8141023166023165,High Risk,14,90687.0,38
6049,1,Budget-Conscious Families,1804,347.43703703703704,0.8961261261261261,High Risk,15,73450.0,39
8147,0,High-Value Champions,48,8.0,0.04699426344160151,Low Risk,5,31454.0,61
1857,0,High-Value Champions,83,13.833333333333336,0.7464010947934702,Low Risk,4,47139.0,69
3910,1,Budget-Conscious Families,1862,351.71111111111117,0.9772785154035154,High Risk,13,83829.0,46
5207,0,High-Value Champions,793,150.67000000000002,0.7905306329102444,Low Risk,11,53378.0,58
11114,2,Mature Loyalists,84,14.4,0.12729086214657503,High Risk,9,19656.0,51
5429,0,High-Value Champions,183,32.940000000000005,0.07484075961164456,Low Risk,5,45579.0,73
9400,4,Affluent Singles,1383,262.04210526315785,0.1646788302277433,Medium Risk,13,85485.0,63
1740,4,Affluent Singles,999,186.48,0.7599608974441743,Low Risk,9,55956.0,77
7488,4,Affluent Singles,825,157.5,0.07426031042038395,Low Risk,11,64191.0,58
195,2,Mature Loyalists,246,44.727272727272734,0.5068577797394522,Low Risk,8,38808.0,49
635,0,High-Value Champions,610,115.22222222222223,0.09424583747192647,Medium Risk,10,57183.0,55
7527,2,Mature Loyalists,76,13.028571428571428,0.1105121567164848,High Risk,9,23748.0,53
10319,4,Affluent Singles,1286,243.66315789473688,0.6268214516958779,Medium Risk,12,66303.0,50
2296,2,Mature Loyalists,30,4.5,0.060172781802098424,Low Risk,3,37368.0,46
10637,0,High-Value Champions,99,16.97142857142857,0.036937699016096455,High Risk,8,40800.0,57
2931,4,Affluent Singles,1192,228.03478260869565,0.5579327820237348,High Risk,15,71847.0,43
907,0,High-Value Champions,362,67.22857142857144,0.19054754521716252,Low Risk,8,46149.0,46
3698,1,Budget-Conscious Families,2130,403.57894736842104,0.8657112425787561,Low Risk,10,78687.0,38
9516,1,Budget-Conscious Families,1229,236.6962962962963,0.5425616838416889,High Risk,15,49118.0,50
679,0,High-Value Champions,38,6.079999999999999,0.14391112263670025,Low Risk,5,37633.0,64
7384,4,Affluent Singles,485,90.9375,0.21940374396514287,Low Risk,7,39767.0,70
5043,2,Mature Loyalists,434,79.56666666666668,0.11610657556174146,High Risk,11,26997.0,70
5267,2,Mature Loyalists,44,7.040000000000001,0.026098292182619387,Low Risk,5,33986.0,51
339,4,Affluent Singles,496,93.36470588235295,0.6758534795721942,High Risk,12,57091.0,49
2516,0,High-Value Champions,78,13.0,0.10489731839794429,High Risk,8,46831.0,52
9010,1,Budget-Conscious Families,2346,448.79999999999995,0.9588986013986013,High Risk,15,83151.0,49
378,4,Affluent Singles,794,150.86000000000004,0.11344971652587271,Medium Risk,12,52531.0,50
4808,2,Mature Loyalists,17,2.55,0.0734302926664333,Low Risk,3,15759.0,65
5068,2,Mature Loyalists,26,4.16,0.023648108386010055,Medium Risk,6,22804.0,50
7628,2,Mature Loyalists,76,13.028571428571432,0.06778202495231793,Low Risk,5,43050.0,48
7128,0,High-Value Champions,15,2.25,0.008447357049834056,High Risk,7,42997.0,44
2811,0,High-Value Champions,62,10.333333333333336,0.08073529615018668,Low Risk,5,48918.0,58
3551,0,High-Value Champions,198,35.2,0.02688228531412987,Low Risk,6,60033.0,67
1663,2,Mature Loyalists,49,7.840000000000001,0.07527337106332668,High Risk,7,34043.0,43
5543,4,Affluent Singles,802,152.7619047619048,0.23958863892573526,Low Risk,11,57811.0,55
1577,1,Budget-Conscious Families,1736,324.05333333333334,0.8911305916305916,Low Risk,9,78569.0,75
10641,2,Mature Loyalists,57,9.771428571428572,0.1148460319054737,Low Risk,5,7500.0,43
5336,4,Affluent Singles,59,7.866666666666667,0.09235015659898696,Low Risk,5,157733.0,50
6024,1,Budget-Conscious Families,2302,436.1684210526315,0.9705958230958229,Medium Risk,13,94384.0,68
1878,2,Mature Loyalists,37,6.166666666666668,0.028764593521257164,High Risk,7,23148.0,36
3099,0,High-Value Champions,310,56.83333333333334,0.20442621183699736,Low Risk,9,44267.0,51
6055,1,Budget-Conscious Families,1305,247.26315789473688,0.6571327311621661,High Risk,14,71626.0,42
5841,4,Affluent Singles,832,158.83636363636364,0.11873114353306315,Medium Risk,13,60894.0,55
3972,0,High-Value Champions,401,74.47142857142858,0.09421819049011468,Medium Risk,10,50200.0,45
4394,1,Budget-Conscious Families,1501,287.1478260869565,0.9360751091606354,Low Risk,13,81051.0,56
5758,1,Budget-Conscious Families,1189,229.3071428571429,0.7682817527955997,Low Risk,12,65169.0,39
6658,4,Affluent Singles,1194,229.61538461538464,0.07534589530135116,Low Risk,12,59868.0,49
4603,4,Affluent Singles,656,124.63999999999999,0.04795664234905132,Low Risk,11,65695.0,61
8427,4,Affluent Singles,1540,294.60869565217394,0.12644753517719548,High Risk,14,64857.0,65
10260,0,High-Value Champions,311,57.415384615384625,0.07997241575263044,Medium Risk,10,45143.0,56
7143,4,Affluent Singles,820,156.54545454545456,0.10318879809265677,Low Risk,10,74805.0,66
8789,2,Mature Loyalists,274,50.233333333333334,0.047510943787712166,High Risk,10,59060.0,32
6197,0,High-Value Champions,57,9.771428571428572,0.10448828825891976,Low Risk,6,27238.0,59
4554,0,High-Value Champions,448,83.2,0.11909595525929545,High Risk,11,47009.0,56
4937,0,High-Value Champions,44,7.040000000000001,0.047737542337965407,Medium Risk,6,46094.0,48
1920,0,High-Value Champions,102,17.485714285714284,0.02649604570858284,Medium Risk,8,40321.0,49
8749,2,Mature Loyalists,61,9.76,0.37908280393097127,Medium Risk,7,37235.0,37
1650,4,Affluent Singles,1643,316.4296296296297,0.09466172109947854,Low Risk,11,81843.0,61
10377,0,High-Value Champions,397,73.2923076923077,0.14796521535827692,Low Risk,8,46692.0,63
9206,4,Affluent Singles,1121,215.23200000000003,0.5408720785718745,Low Risk,11,77382.0,53
10971,2,Mature Loyalists,473,87.32307692307694,0.5243996743149575,Low Risk,8,37774.0,44
6398,2,Mature Loyalists,50,8.571428571428571,0.2359345716957114,Low Risk,4,18393.0,47
9212,4,Affluent Singles,1678,321.0086956521739,0.43721487135591774,Low Risk,11,72828.0,59
7937,2,Mature Loyalists,58,9.942857142857145,0.05939139370884665,High Risk,9,24711.0,39
839,2,Mature Loyalists,170,30.222222222222225,0.051715280938326814,Medium Risk,7,45503.0,46
4246,2,Mature Loyalists,373,49.733333333333334,0.11306385281385282,Low Risk,5,6560.0,39
158,1,Budget-Conscious Families,1196,225.1294117647059,0.7912424987937758,Low Risk,10,71604.0,76
4832,2,Mature Loyalists,101,17.314285714285713,0.1978520519666985,High Risk,9,27244.0,42
5621,0,High-Value Champions,316,58.33846153846154,0.5788843303469293,Low Risk,7,48752.0,52
1945,1,Budget-Conscious Families,1400,265.2631578947369,0.900973123872373,Low Risk,10,71434.0,59
5147,4,Affluent Singles,1424,274.2518518518519,0.23018612221112225,Medium Risk,13,90842.0,73
2535,1,Budget-Conscious Families,844,160.36,0.799732427843803,Low Risk,10,88097.0,43
11039,2,Mature Loyalists,311,57.016666666666666,0.09266987541075271,Medium Risk,9,51948.0,46
9495,4,Affluent Singles,1149,216.2823529411765,0.02684719745809386,Low Risk,10,71853.0,39
9635,2,Mature Loyalists,129,22.575000000000003,0.13200520558131493,Low Risk,5,35876.0,38
2173,0,High-Value Champions,32,5.120000000000001,0.014922880798743767,Low Risk,4,40049.0,69
942,2,Mature Loyalists,299,54.81666666666668,0.4767425263353838,Low Risk,8,39660.0,39
9386,0,High-Value Champions,320,59.07692307692309,0.3748269072981029,High Risk,11,50127.0,59
5510,2,Mature Loyalists,441,81.9,0.3429100884473328,Low Risk,7,43263.0,44
873,4,Affluent Singles,1178,222.51111111111115,0.7632695539767101,Low Risk,10,62845.0,72
2253,2,Mature Loyalists,85,14.16666666666667,0.08062574016288707,Low Risk,4,18929.0,31
5181,2,Mature Loyalists,24,3.6,0.04748244205052024,Medium Risk,5,24367.0,39
979,2,Mature Loyalists,112,19.200000000000003,0.11261874495414029,Low Risk,5,33249.0,46
10390,2,Mature Loyalists,30,4.8,0.02743176007476295,Low Risk,4,26887.0,62
4698,2,Mature Loyalists,410,76.53333333333333,0.09037991093916674,Low Risk,8,50150.0,38
7793,4,Affluent Singles,800,152.72727272727275,0.6946381252689094,Low Risk,10,62061.0,45
1745,1,Budget-Conscious Families,1313,249.47000000000003,0.959606008368954,High Risk,14,85696.0,59
10590,4,Affluent Singles,1483,283.70434782608703,0.129477228719188,High Risk,15,76542.0,65
5080,1,Budget-Conscious Families,1258,236.79999999999995,0.8808873077277333,Low Risk,10,70515.0,28
8369,2,Mature Loyalists,28,4.200000000000001,0.1526643877200233,Low Risk,4,18227.0,34
5232,0,High-Value Champions,227,41.27272727272728,0.04197129830752668,Low Risk,8,69139.0,56
2407,1,Budget-Conscious Families,1555,295.45,0.8554569892473118,Low Risk,10,69109.0,39
3834,4,Affluent Singles,861,164.37272727272727,0.08992969912943756,Low Risk,11,69627.0,59
7912,2,Mature Loyalists,103,17.657142857142855,0.29030047699467315,Medium Risk,8,38136.0,43
7712,4,Affluent Singles,634,120.12631578947372,0.10411261779212358,Medium Risk,11,62159.0,75
1065,1,Budget-Conscious Families,1918,363.4105263157895,0.3717338955496851,High Risk,14,80695.0,58
7275,0,High-Value Champions,131,22.925,0.058001116954918025,Low Risk,6,33316.0,50
1343,0,High-Value Champions,586,110.30588235294118,0.172898078684673,Medium Risk,10,58554.0,53
1384,2,Mature Loyalists,62,10.333333333333334,0.8481873903409067,Low Risk,4,17256.0,29
9967,0,High-Value Champions,447,83.44,0.19622540675684735,Low Risk,8,53034.0,47
6181,4,Affluent Singles,939,180.84444444444446,0.19105595411142196,Low Risk,11,52203.0,71
10507,4,Affluent Singles,797,146.11666666666667,0.6409514623003644,Low Risk,8,59601.0,44
2674,4,Affluent Singles,1143,214.3125,0.5268743347311028,High Risk,11,75154.0,63
2698,2,Mature Loyalists,415,77.46666666666668,0.17300182502048586,Medium Risk,9,47025.0,45
3231,2,Mature Loyalists,30,4.800000000000001,0.01189028771753377,High Risk,7,37971.0,48
4096,0,High-Value Champions,187,33.66,0.07204431536658636,Low Risk,6,41335.0,53
10476,0,High-Value Champions,251,45.63636363636363,0.10875075121601911,Low Risk,7,67267.0,63
5948,0,High-Value Champions,237,43.0909090909091,0.07703297387081308,High Risk,11,57338.0,46
9140,0,High-Value Champions,91,15.599999999999998,0.05686422890579811,High Risk,9,50523.0,61
10258,0,High-Value Champions,35,5.600000000000001,0.018905322458760147,High Risk,7,35791.0,56
5675,4,Affluent Singles,493,92.80000000000001,0.5709701804315724,High Risk,12,50611.0,61
4743,4,Affluent Singles,971,186.10833333333335,0.12734454903259915,Medium Risk,13,56242.0,52
8805,0,High-Value Champions,371,68.90000000000002,0.3954044645488611,Low Risk,7,48904.0,61
1542,0,High-Value Champions,396,73.92,0.16024441514674226,Low Risk,8,56243.0,46
6770,2,Mature Loyalists,68,11.333333333333334,0.8138361586931634,Low Risk,4,21355.0,36
8773,0,High-Value Champions,322,59.44615384615385,0.11896099533478147,Low Risk,8,57420.0,50
10420,0,High-Value Champions,222,39.96000000000001,0.2403304687943759,Medium Risk,8,46390.0,66
7514,0,High-Value Champions,177,31.466666666666676,0.1288671533885373,Medium Risk,8,54342.0,65
793,2,Mature Loyalists,45,7.500000000000002,0.11728973531963811,Low Risk,4,20895.0,48
10909,1,Budget-Conscious Families,1899,361.7142857142858,0.968,Low Risk,10,92344.0,73
8702,0,High-Value Champions,22,3.5200000000000005,0.027097653400065334,Low Risk,3,26907.0,45
4791,2,Mature Loyalists,41,6.56,0.027163311355827138,Low Risk,4,44964.0,41
2963,4,Affluent Singles,1440,274.2857142857143,0.35234173037637107,Medium Risk,12,75507.0,42
8216,0,High-Value Champions,325,59.58333333333333,0.5348094778810072,Low Risk,7,53761.0,49
8140,2,Mature Loyalists,95,16.625,0.05294630265564303,Medium Risk,7,22682.0,48
10146,2,Mature Loyalists,42,6.720000000000001,0.030285100702592785,Low Risk,3,38887.0,49
5289,0,High-Value Champions,72,11.520000000000001,0.15423902537866097,Low Risk,5,41658.0,46
2587,2,Mature Loyalists,20,3.333333333333334,0.010837170335249557,Low Risk,4,29791.0,49
4405,4,Affluent Singles,789,150.62727272727275,0.11940858380966372,Low Risk,10,63915.0,65
8663,0,High-Value Champions,15,2.25,0.008238335180046526,High Risk,7,39996.0,47
2589,2,Mature Loyalists,59,10.114285714285716,0.03540482050776895,Medium Risk,8,26759.0,49
3421,4,Affluent Singles,908,173.34545454545457,0.1618732751686775,Medium Risk,13,63841.0,53
10490,0,High-Value Champions,417,76.9846153846154,0.43858623884361925,Low Risk,7,51039.0,52
4094,0,High-Value Champions,289,52.98333333333333,0.06890333924851408,High Risk,11,60544.0,60
9958,4,Affluent Singles,769,146.47619047619048,0.10137413344969198,Medium Risk,11,65685.0,49
2534,0,High-Value Champions,188,33.422222222222224,0.22139665631136038,Low Risk,5,37716.0,68
4188,0,High-Value Champions,354,64.9,0.6104470242829486,Medium Risk,9,36864.0,64
6613,4,Affluent Singles,727,138.47619047619048,0.4399520283687249,Low Risk,10,44511.0,51
10827,0,High-Value Champions,146,25.55,0.2738934595867168,Low Risk,7,36947.0,54
5491,0,High-Value Champions,319,58.892307692307696,0.12404043712319834,Medium Risk,10,47352.0,70
